Chromosome	Start	End	Strand	Gene	Transcription_Start_Site
chr10	127041414	127046365	+	Mettl1	127041932
chr10	127041414	127046365	+	Mettl1	127041958
chr15	51786558	51865523	-	Eif3h	51865523
chr7	141471860	141475132	-	Polr2l	141475132
chr12	52503972	52571975	+	Arhgap5	52504016
chr12	52503972	52571975	+	Arhgap5	52504342
chr12	52503972	52571975	+	Arhgap5	52516077
chrX	152294828	152327495	-	Kantr	152327495
chr2	88972055	88980281	-	Olfr1213	88980251
chr2	88972055	88980281	-	Olfr1213	88980281
chr5	115333239	115341178	-	Gatc	115341178
chrX	135839034	135844730	+	Gprasp2	135839056
chrX	135839034	135844730	+	Gprasp2	135839034
chrX	100605497	100618493	+	Arr3	100605497
chrX	100605497	100618493	+	Arr3	100605647
chr3	144188530	144205220	-	Lmo4	144202396
chr3	144188530	144205220	-	Lmo4	144205220
chr3	144188530	144205220	-	Lmo4	144202332
chr3	144188530	144205220	-	Lmo4	144202963
chr5	147957320	148316065	+	Mtus2	147957320
chr5	147957320	148316065	+	Mtus2	147957342
chr5	147957320	148316065	+	Mtus2	148265217
chr5	147957320	148316065	+	Mtus2	148265288
chr5	147957320	148316065	+	Mtus2	148265345
chr5	147957320	148316065	+	Mtus2	148303165
chr5	147957320	148316065	+	Mtus2	148303174
chr2	88986479	88992653	-	Olfr1214	88992653
chr2	88986479	88992653	-	Olfr1214	88988200
chr10	80808496	80813498	-	Jsrp1	80813492
chr10	80808496	80813498	-	Jsrp1	80813498
chr10	80808496	80813498	-	Jsrp1	80811885
chr9	20618118	20644767	-	Fbxl12	20642313
chr9	20618118	20644767	-	Fbxl12	20644755
chr9	20618118	20644767	-	Fbxl12	20639340
chr9	20618118	20644767	-	Fbxl12	20644747
chr9	20618118	20644767	-	Fbxl12	20644767
chr9	20618118	20644767	-	Fbxl12	20644758
chr9	20618118	20644767	-	Fbxl12	20642806
chr9	66713686	66766845	+	Car12	66713686
chr9	66713686	66766845	+	Car12	66713730
chr9	66713686	66766845	+	Car12	66747710
chr18	59175401	59535999	+	Chsy3	59175650
chr6	137735078	137751932	+	Strap	137735078
chr11	23007531	23030788	+	Fam161a	23007531
chr11	23007531	23030788	+	Fam161a	23008347
chr11	23007531	23030788	+	Fam161a	23008465
chr11	23007531	23030788	+	Fam161a	23013387
chr11	23007531	23030788	+	Fam161a	23020000
chr11	23007531	23030788	+	Fam161a	23020470
chr11	23007531	23030788	+	Fam161a	23020556
chr15	7206120	7398395	-	Egflam	7398304
chr15	7206120	7398395	-	Egflam	7398351
chr5	100654723	100675140	-	Coq2	100674284
chr5	100654723	100675140	-	Coq2	100664419
chr5	100654723	100675140	-	Coq2	100675140
chr17	55445382	55514581	+	St6gal2	55445382
chr17	55445382	55514581	+	St6gal2	55445389
chr17	55445382	55514581	+	St6gal2	55445550
chr14	56258838	56262260	-	Gzmb	56262260
chr3	63976106	64022579	+	Gmps	63976106
chr4	58435255	58553898	-	Lpar1	58553357
chr4	58435255	58553898	-	Lpar1	58553311
chr4	58435255	58553898	-	Lpar1	58553553
chr4	58435255	58553898	-	Lpar1	58553628
chr4	58435255	58553898	-	Lpar1	58499403
chr4	58435255	58553898	-	Lpar1	58553898
chr4	58435255	58553898	-	Lpar1	58553184
chr4	58435255	58553898	-	Lpar1	58548401
chr15	101563345	101573904	-	Krt75	101573904
chr2	177387124	177398320	-	Gm14418	177394699
chr2	177387124	177398320	-	Gm14418	177398319
chr2	34171457	34373142	-	Pbx3	34372038
chr2	34171457	34373142	-	Pbx3	34372044
chr2	34171457	34373142	-	Pbx3	34373142
chr2	34171457	34373142	-	Pbx3	34371253
chr2	34171457	34373142	-	Pbx3	34371150
chr3	154306294	154330659	-	Lhx8	154330659
chr3	154306294	154330659	-	Lhx8	154330059
chr3	154306294	154330659	-	Lhx8	154328634
chr2	173000117	173015739	+	Rae1	173000117
chr2	173000117	173015739	+	Rae1	173000124
chr13	111680979	111718596	+	Mier3	111680979
chr13	111680979	111718596	+	Mier3	111686178
chr13	111680979	111718596	+	Mier3	111686248
chr13	111680979	111718596	+	Mier3	111686351
chrX	58022700	58041736	+	Zic3	58022700
chrX	58022700	58041736	+	Zic3	58030643
chrX	58022700	58041736	+	Zic3	58030999
chrX	58022700	58041736	+	Zic3	58031010
chr9	20642878	20647140	+	Ubl5	20643318
chr9	20642878	20647140	+	Ubl5	20644071
chr9	20642878	20647140	+	Ubl5	20644340
chr9	20642878	20647140	+	Ubl5	20644821
chr9	20642878	20647140	+	Ubl5	20644834
chr9	20642878	20647140	+	Ubl5	20644868
chr9	20642878	20647140	+	Ubl5	20645041
chr14	56365068	56388550	+	Atp12a	56365068
chr5	30485583	30545836	-	Cib4	30545836
chr15	101624028	101628188	-	Gm5414	101628188
chr11	115490420	115491862	-	Nt5c	115491815
chr11	115490420	115491862	-	Nt5c	115491862
chr5	32458843	32517433	+	Ppp1cb	32458843
chr5	32458843	32517433	+	Ppp1cb	32459222
chr15	76595803	76607591	-	Cpsf1	76607591
chr15	76595803	76607591	-	Cpsf1	76607511
chr15	76595803	76607591	-	Cpsf1	76596698
chr2	181680310	181688071	+	Tcea2	181680310
chr2	181680310	181688071	+	Tcea2	181681190
chr2	181680310	181688071	+	Tcea2	181682885
chr16	65520511	65535005	+	Pou1f1	65520511
chr16	65520511	65535005	+	Pou1f1	65520548
chr16	65520511	65535005	+	Pou1f1	65523277
chr16	65520511	65535005	+	Pou1f1	65520512
chr1	174172776	174248450	+	Spta1	174172776
chr9	3335140	3391154	+	Alkbh8	3335140
chr9	3335140	3391154	+	Alkbh8	3335478
chr9	3335140	3391154	+	Alkbh8	3335493
chr9	3335140	3391154	+	Alkbh8	3335511
chr9	3335140	3391154	+	Alkbh8	3338445
chr9	106222598	106226883	+	Tlr9	106222598
chr14	65400673	65425472	-	Pnoc	65425472
chr14	65400673	65425472	-	Pnoc	65425160
chr15	101643020	101647380	-	Gm5478	101647380
chr5	30588170	30625271	+	Kcnk3	30588170
chr9	44043384	44048579	+	Thy1	44043384
chr9	44043384	44048579	+	Thy1	44043780
chr9	44043384	44048579	+	Thy1	44045672
chr9	44043384	44048579	+	Thy1	44045944
chrX	152336852	152342425	-	Tspyl2	152342425
chr16	13818845	13835451	+	Ntan1	13819251
chr16	13818845	13835451	+	Ntan1	13819325
chr15	101676023	101680287	-	Krt6b	101680287
chr1	180851127	180868113	+	Sde2	180851127
chr12	30174482	30373375	-	Sntg2	30373375
chr7	90476672	92449247	+	Dlg2	90476694
chr7	90476672	92449247	+	Dlg2	90477231
chr7	90476672	92449247	+	Dlg2	91090706
chr7	90476672	92449247	+	Dlg2	91090728
chr7	90476672	92449247	+	Dlg2	91542810
chr7	90476672	92449247	+	Dlg2	91672292
chr7	90476672	92449247	+	Dlg2	91672374
chr7	90476672	92449247	+	Dlg2	91672492
chr7	90476672	92449247	+	Dlg2	91711420
chr7	90476672	92449247	+	Dlg2	92062394
chr11	115475667	115490467	+	Armc7	115475667
chr9	50892801	51009073	-	Sik2	51008936
chr9	50892801	51009073	-	Sik2	51009073
chr11	40679314	40695203	-	Mat2b	40692774
chr11	40679314	40695203	-	Mat2b	40695203
chr9	57589452	57596233	+	Ulk3	57589452
chr2	118475850	118479711	-	Srp14	118479711
chr2	118475850	118479711	-	Srp14	118479635
chr16	96235801	96319859	+	B3galt5	96235801
chr16	96235801	96319859	+	B3galt5	96280798
chr2	166792531	166799505	+	Trp53rkb	166792531
chr2	166792531	166799505	+	Trp53rkb	166793767
chr2	177464733	177478129	+	Zfp970	177464846
chr2	177464733	177478129	+	Zfp970	177464733
chr17	75005568	75392512	+	Ltbp1	75005568
chr17	75005568	75392512	+	Ltbp1	75178810
chr17	75005568	75392512	+	Ltbp1	75178911
chr17	75005568	75392512	+	Ltbp1	75310156
chr7	44863067	44869788	-	Ptov1	44869788
chr7	44863067	44869788	-	Ptov1	44864980
chr7	44863067	44869788	-	Ptov1	44867083
chr7	44863067	44869788	-	Ptov1	44864835
chr7	44863067	44869788	-	Ptov1	44869406
chr15	75108158	75111970	-	Ly6c2	75111970
chr15	75108158	75111970	-	Ly6c2	75111697
chr15	75108158	75111970	-	Ly6c2	75111937
chr2	177498215	177509763	+	Gm14403	177498315
chr2	177498215	177509763	+	Gm14403	177508570
chr9	106233455	106248654	-	Alas1	106247730
chr9	106233455	106248654	-	Alas1	106248654
chr9	106233455	106248654	-	Alas1	106247856
chr9	106233455	106248654	-	Alas1	106238760
chr9	106233455	106248654	-	Alas1	106247769
chr9	106233455	106248654	-	Alas1	106248157
chr2	118111876	118127133	+	Thbs1	118111876
chr2	122636986	122641191	+	AA467197	122636986
chr2	122636986	122641191	+	AA467197	122637850
chr2	122636986	122641191	+	AA467197	122637915
chr9	58253164	58262520	+	Stoml1	58253164
chrX	152343598	152368704	-	Gpr173	152368704
chr3	144429706	144570181	-	Hs2st1	144570181
chr3	126596302	126846326	+	Camk2d	126596951
chr3	126596302	126846326	+	Camk2d	126596960
chr3	126596302	126846326	+	Camk2d	126596998
chr3	126596302	126846326	+	Camk2d	126597005
chr3	126596302	126846326	+	Camk2d	126597007
chr3	126596302	126846326	+	Camk2d	126597097
chr3	126596302	126846326	+	Camk2d	126597206
chr3	126596302	126846326	+	Camk2d	126597308
chr3	126596302	126846326	+	Camk2d	126597414
chr3	126596302	126846326	+	Camk2d	126802940
chr3	126596302	126846326	+	Camk2d	126805862
chr5	139802485	139819917	-	Tmem184a	139813243
chr5	139802485	139819917	-	Tmem184a	139814283
chr5	139802485	139819917	-	Tmem184a	139814042
chr5	139802485	139819917	-	Tmem184a	139819917
chr17	55590370	55625192	-	Vmn2r118	55625192
chr18	60212080	60247820	+	Gm4951	60212080
chr3	94837567	94882326	+	Pogz	94837567
chr3	94837567	94882326	+	Pogz	94837713
chrX	152537501	152564197	+	Cldn34a	152537501
chrX	152537501	152564197	+	Cldn34a	152563334
chr2	89000021	89006973	-	Olfr1215	89006973
chr2	89000021	89006973	-	Olfr1215	89002290
chr16	18300825	18348103	-	Tango2	18344042
chr16	18300825	18348103	-	Tango2	18343906
chr16	18300825	18348103	-	Tango2	18324423
chr16	18300825	18348103	-	Tango2	18331471
chr16	18300825	18348103	-	Tango2	18343897
chr16	18300825	18348103	-	Tango2	18348103
chr16	18300825	18348103	-	Tango2	18343902
chr16	96422288	96443619	-	Itgb2l	96443619
chr16	96422288	96443619	-	Itgb2l	96443612
chr17	83501918	83517330	-	Cox7a2l	83514330
chr2	26888628	26902879	-	Surf6	26902879
chr2	26888628	26902879	-	Surf6	26902850
chr15	77698857	77719285	+	Apol7e	77698905
chr9	66775202	66795490	-	Aph1b	66795490
chr9	66775202	66795490	-	Aph1b	66795376
chr2	177569204	177578210	-	Gm14406	177578199
chr2	177569204	177578210	-	Gm14406	177578210
chrX	135742733	135803474	+	Gprasp1	135742733
chrX	135742733	135803474	+	Gprasp1	135797588
chr14	74640840	74709494	+	Htr2a	74640840
chr4	135445420	135495038	-	Nipal3	135494506
chr4	135445420	135495038	-	Nipal3	135494623
chr4	135445420	135495038	-	Nipal3	135474454
chr4	135445420	135495038	-	Nipal3	135494969
chr4	135445420	135495038	-	Nipal3	135495038
chr3	116513070	116549981	+	Dbt	116513070
chr3	116513070	116549981	+	Dbt	116513119
chr7	19517838	19525056	+	Nkpd1	19517838
chr7	19517838	19525056	+	Nkpd1	19518731
chr16	13833148	13903131	-	Pdxdc1	13903127
chr16	13833148	13903131	-	Pdxdc1	13903021
chr16	13833148	13903131	-	Pdxdc1	13903055
chr16	13833148	13903131	-	Pdxdc1	13903131
chr11	107166663	107189381	-	Nol11	107189381
chr18	44334074	44355724	+	Myot	44334074
chr2	177759288	177770472	+	Gm14322	177762898
chr2	177759288	177770472	+	Gm14322	177768044
chr11	104685707	105117394	+	Gm11639	104685707
chr16	26356642	26371841	-	Cldn1	26371841
chr14	67676331	67715841	-	Cdca2	67715841
chr14	67676331	67715841	-	Cdca2	67696734
chr14	67676331	67715841	-	Cdca2	67715610
chr14	67676331	67715841	-	Cdca2	67715681
chrX	133850980	133865577	+	Tnmd	133850980
chr8	83666678	83672753	+	Ptger1	83666678
chr2	85162334	85197197	-	Lrrc55	85197197
chr2	85162334	85197197	-	Lrrc55	85196699
chr7	19530800	19563076	-	Ppp1r37	19563076
chrX	135742733	135747322	+	Armcx5	135742733
chr3	8802146	8923918	-	Mrps28	8923918
chr11	105063592	105117537	+	Efcab3	105063592
chr11	105063592	105117537	+	Efcab3	105066838
chr11	105063592	105117537	+	Efcab3	105092206
chr15	81012281	81190757	-	Mrtfa	81190733
chr15	81012281	81190757	-	Mrtfa	81190757
chr15	81012281	81190757	-	Mrtfa	81105083
chr15	81012281	81190757	-	Mrtfa	81190723
chr15	81012281	81190757	-	Mrtfa	81045546
chr15	81012281	81190757	-	Mrtfa	81067012
chrX	142317993	142390535	-	Acsl4	142390344
chrX	142317993	142390535	-	Acsl4	142390504
chrX	142317993	142390535	-	Acsl4	142390535
chr10	43221486	43464882	+	Pdss2	43221486
chr10	43221486	43464882	+	Pdss2	43221600
chr10	43221486	43464882	+	Pdss2	43393921
chr11	83421902	83429455	-	Gas2l2	83429455
chr19	54044151	54048982	+	Adra2a	54044151
chr19	54044151	54048982	+	Adra2a	54045260
chrX	152609509	152769465	-	Shroom2	152769465
chrX	152609509	152769465	-	Shroom2	152769461
chr17	55651951	55712628	-	Pot1b	55712578
chr17	55651951	55712628	-	Pot1b	55712624
chr17	55651951	55712628	-	Pot1b	55712607
chr6	90486427	90600203	+	Aldh1l1	90550789
chr6	90486427	90600203	+	Aldh1l1	90550805
chr6	90486427	90600203	+	Aldh1l1	90550843
chr2	177831791	177840336	-	Gm14325	177840318
chr2	177831791	177840336	-	Gm14325	177840336
chr2	177831791	177840336	-	Gm14325	177834646
chr5	139791513	139802653	+	Mafk	139791513
chr5	139791513	139802653	+	Mafk	139797514
chr15	81864520	81871911	-	Phf5a	81871911
chr4	111415006	111460298	+	Bend5	111415006
chr4	111415006	111460298	+	Bend5	111433197
chr12	83688152	83735199	+	Psen1	83688152
chr12	83688152	83735199	+	Psen1	83688563
chr16	78953008	79091097	-	Tmprss15	79091092
chr16	78953008	79091097	-	Tmprss15	79091097
chr2	85330779	85339315	-	Olfr987	85339315
chr2	85330779	85339315	-	Olfr987	85331971
chr2	85330779	85339315	-	Olfr987	85339295
chr15	101689910	101694307	-	Krt6a	101694307
chr2	177903340	177925613	-	Zfp972	177925604
chr2	177903340	177925613	-	Zfp972	177925613
chr2	177903340	177925613	-	Zfp972	177921815
chr11	101367561	101377903	+	G6pc	101367561
chr4	137468769	137570630	+	Hspg2	137468769
chr4	137468769	137570630	+	Hspg2	137522459
chr4	137468769	137570630	+	Hspg2	137468803
chr2	177897096	177905784	+	Gm14327	177897096
chr2	177897096	177905784	+	Gm14327	177904285
chr9	58287738	58313186	-	Loxl1	58313186
chr7	19564946	19577595	-	Gemin7	19573823
chr7	19564946	19577595	-	Gemin7	19572968
chr7	19564946	19577595	-	Gemin7	19573089
chr7	19564946	19577595	-	Gemin7	19573385
chr7	19564946	19577595	-	Gemin7	19577595
chr7	19564946	19577595	-	Gemin7	19573174
chr7	19564946	19577595	-	Gemin7	19573343
chr9	50845301	50894229	+	Ppp2r1b	50856924
chr9	50845301	50894229	+	Ppp2r1b	50856937
chr9	50845301	50894229	+	Ppp2r1b	50856957
chr9	50845301	50894229	+	Ppp2r1b	50856963
chr9	50845301	50894229	+	Ppp2r1b	50856964
chr9	50845301	50894229	+	Ppp2r1b	50856966
chr5	139807978	139826407	-	Gm26938	139826407
chr5	139823592	139826885	-	Psmg3	139826885
chr5	139823592	139826885	-	Psmg3	139826843
chr11	83440768	83463071	-	Mmp28	83463022
chr11	83440768	83463071	-	Mmp28	83462961
chr11	83440768	83463071	-	Mmp28	83463071
chr11	83440768	83463071	-	Mmp28	83462992
chr15	76576358	76595816	+	Adck5	76576358
chr15	76576358	76595816	+	Adck5	76576389
chr15	101707070	101712898	-	Krt5	101712898
chr16	96467606	96525793	+	Pcp4	96467606
chr16	96467606	96525793	+	Pcp4	96493816
chr7	19577287	19580656	+	Zfp296	19577287
chr3	88142372	88172086	+	Mef2d	88142372
chr3	88142372	88172086	+	Mef2d	88142416
chr3	88142372	88172086	+	Mef2d	88142572
chr10	127095650	127121131	-	Os9	127121125
chr10	127095650	127121131	-	Os9	127121131
chr2	180986535	181018363	+	Col20a1	180986535
chr2	180986535	181018363	+	Col20a1	181013240
chr16	96361794	96525580	+	Gm49948	96361794
chr3	64081547	64109484	+	Vmn2r1	64081547
chr4	110397661	111664324	+	Agbl4	110397698
chr4	110397661	111664324	+	Agbl4	111118911
chr4	110397661	111664324	+	Agbl4	110397661
chr4	110397661	111664324	+	Agbl4	110397791
chr12	30584426	30591215	+	Tmem18	30584426
chr16	96361668	96422121	+	Igsf5	96361668
chr16	96361668	96422121	+	Igsf5	96361794
chr16	96361668	96422121	+	Igsf5	96396406
chrX	152781921	152808646	+	Gpr143	152781986
chr2	57106830	57124003	-	Nr4a2	57115038
chr2	57106830	57124003	-	Nr4a2	57124003
chr2	57106830	57124003	-	Nr4a2	57113072
chr15	101733949	101743109	-	Krt71	101743109
chr5	139471211	139484549	-	Zfand2a	139484549
chr5	139471211	139484549	-	Zfand2a	139484517
chr5	139471211	139484549	-	Zfand2a	139484464
chr3	154596711	154623182	+	Cryz	154596711
chr3	154596711	154623182	+	Cryz	154597144
chr3	154596711	154623182	+	Cryz	154597197
chr3	154596711	154623182	+	Cryz	154597352
chr3	154596711	154623182	+	Cryz	154597402
chr3	154596711	154623182	+	Cryz	154597438
chr3	154596711	154623182	+	Cryz	154606447
chr1	174248514	174252061	-	Olfr419	174252061
chr1	174248514	174252061	-	Olfr419	174250976
chr10	26274468	26375971	-	L3mbtl3	26373956
chr10	26274468	26375971	-	L3mbtl3	26375185
chr8	109575128	109579172	-	Hp	109579172
chr13	33917918	34002794	-	Serpinb6a	33936198
chr13	33917918	34002794	-	Serpinb6a	33935996
chr13	33917918	34002794	-	Serpinb6a	34002794
chr13	33917918	34002794	-	Serpinb6a	33935875
chr13	33917918	34002794	-	Serpinb6a	33935955
chr13	33917918	34002794	-	Serpinb6a	33935848
chr13	33917918	34002794	-	Serpinb6a	33935977
chr13	33917918	34002794	-	Serpinb6a	34002767
chr13	33917918	34002794	-	Serpinb6a	33935954
chr13	33917918	34002794	-	Serpinb6a	34002786
chr13	33917918	34002794	-	Serpinb6a	34002740
chr13	33917918	34002794	-	Serpinb6a	33936083
chr5	129908540	129913789	+	Nupr1l	129908568
chrX	153006469	153009416	+	Usp51	153006469
chr4	135494790	135537803	+	Stpg1	135495987
chr4	107314363	107359823	+	Yipf1	107314363
chr4	107314363	107359823	+	Yipf1	107314384
chr4	107314363	107359823	+	Yipf1	107314437
chr4	107314363	107359823	+	Yipf1	107314412
chrX	153036166	153037575	-	Mageh1	153037575
chr9	106281061	106350521	+	Poc1a	106281061
chr9	106281061	106350521	+	Poc1a	106281380
chr9	106281061	106350521	+	Poc1a	106281582
chr9	106281061	106350521	+	Poc1a	106281610
chr9	106281061	106350521	+	Poc1a	106282884
chr9	66814994	66834726	-	Aph1c	66834726
chr9	66814994	66834726	-	Aph1c	66834648
chr7	86718977	86775943	-	Folh1	86775943
chr7	86718977	86775943	-	Folh1	86775808
chr2	155973279	156007977	-	6430550D23Rik	156007919
chr2	155973279	156007977	-	6430550D23Rik	156007977
chr2	155973279	156007977	-	6430550D23Rik	156004427
chr2	155973279	156007977	-	6430550D23Rik	156004147
chr2	89007563	89018340	-	Olfr1216	89018324
chr2	89007563	89018340	-	Olfr1216	89018340
chr2	89007563	89018340	-	Olfr1216	89014062
chr11	83437677	83441233	+	1700020L24Rik	83437677
chr11	83437677	83441233	+	1700020L24Rik	83440131
chr16	33794037	33819934	+	Muc13	33794037
chr16	33794037	33819934	+	Muc13	33794367
chr17	31647081	31658892	-	U2af1	31658769
chr17	31647081	31658892	-	U2af1	31658892
chr17	31647081	31658892	-	U2af1	31658741
chr6	50188888	50263862	-	Gsdme	50261755
chr6	50188888	50263862	-	Gsdme	50261747
chr6	50188888	50263862	-	Gsdme	50263862
chr6	50188888	50263862	-	Gsdme	50262026
chr6	50188888	50263862	-	Gsdme	50261769
chr3	64115278	64141928	-	Vmn2r2	64141928
chr3	64115278	64141928	-	Vmn2r2	64137480
chr4	134003330	134018841	-	Lin28a	134018841
chr4	134003330	134018841	-	Lin28a	134012386
chr4	134003330	134018841	-	Lin28a	134009411
chr4	134003330	134018841	-	Lin28a	134018382
chr15	84785381	84856049	-	Phf21b	84855110
chr15	84785381	84856049	-	Phf21b	84856049
chr5	30647933	30659729	+	Slc35f6	30647933
chr5	30647933	30659729	+	Slc35f6	30647941
chr5	30647933	30659729	+	Slc35f6	30656096
chr2	155956458	155998900	+	Cep250	155956558
chr2	155956458	155998900	+	Cep250	155956572
chr2	155956458	155998900	+	Cep250	155956594
chr2	155956458	155998900	+	Cep250	155985883
chr6	87428994	87437677	+	Bmp10	87428994
chr9	14885814	14903949	-	Izumo1r	14903884
chr9	14885814	14903949	-	Izumo1r	14903949
chr9	14885814	14903949	-	Izumo1r	14903932
chr9	14885814	14903949	-	Izumo1r	14903756
chr9	14885814	14903949	-	Izumo1r	14903754
chr2	85352428	85363227	-	Olfr988	85363058
chr2	85352428	85363227	-	Olfr988	85363227
chr2	85352428	85363227	-	Olfr988	85354000
chr6	96831203	97060413	-	Tafa4	97060413
chr2	128591209	128598464	+	Spdye4c	128591209
chr2	128591209	128598464	+	Spdye4c	128594187
chr10	86690209	86705509	-	Hsp90b1	86705509
chr10	86690209	86705509	-	Hsp90b1	86698438
chr17	69969073	70821413	+	Dlgap1	69969073
chr17	69969073	70821413	+	Dlgap1	69969246
chr17	69969073	70821413	+	Dlgap1	69969402
chr17	69969073	70821413	+	Dlgap1	70424794
chr17	69969073	70821413	+	Dlgap1	70516022
chr17	69969073	70821413	+	Dlgap1	70516648
chr17	69969073	70821413	+	Dlgap1	70521677
chr17	69969073	70821413	+	Dlgap1	70522055
chr17	69969073	70821413	+	Dlgap1	70522136
chr17	69969073	70821413	+	Dlgap1	70522162
chr17	69969073	70821413	+	Dlgap1	70561552
chr16	33684370	33771576	+	Heg1	33684370
chr16	33684370	33771576	+	Heg1	33684466
chr16	33684370	33771576	+	Heg1	33684545
chr16	33684370	33771576	+	Heg1	33755550
chr6	137754546	137857340	+	Dera	137754556
chr6	137754546	137857340	+	Dera	137754558
chr6	137754546	137857340	+	Dera	137754576
chr6	137754546	137857340	+	Dera	137754615
chr6	137754546	137857340	+	Dera	137780823
chr6	137754546	137857340	+	Dera	137830289
chr6	137754546	137857340	+	Dera	137836852
chr15	51877429	51884614	+	Utp23	51877429
chr15	51877429	51884614	+	Utp23	51877478
chr15	51877429	51884614	+	Utp23	51877505
chr15	51877429	51884614	+	Utp23	51877742
chr5	73632749	73647790	-	Sgcb	73647790
chr2	38931978	38963753	+	Olfml2a	38931978
chr17	83585957	83631895	-	Kcng3	83631895
chr14	8431192	8666240	-	4930452B06Rik	8666240
chr12	102128733	102267091	+	Slc24a4	102128733
chr12	102128733	102267091	+	Slc24a4	102129174
chr12	102128733	102267091	+	Slc24a4	102129391
chr12	102128733	102267091	+	Slc24a4	102129419
chr11	101488764	101551955	-	Brca1	101551879
chr11	101488764	101551955	-	Brca1	101524858
chr11	101488764	101551955	-	Brca1	101551582
