Chromosome	Start	End	Strand	Gene	Transcription_Start_Site
X	155124917	155128412	-	Cldn34b2	155128412
15	85017141	85022547	+	Upk3a	85017141
15	101884351	101892920	-	Krt76	101892920
10	26753421	26918648	+	Arhgap18	26753421
10	26753421	26918648	+	Arhgap18	26772477
10	26753421	26918648	+	Arhgap18	26822602
14	55518978	55524981	-	Nrl	55524981
14	55518978	55524981	-	Nrl	55524965
14	55518978	55524981	-	Nrl	55524958
14	55518978	55524981	-	Nrl	55524607
14	55518978	55524981	-	Nrl	55524191
6	113471427	113483140	+	Il17rc	113471427
6	113471427	113483140	+	Il17rc	113472283
6	113471427	113483140	+	Il17rc	113472794
6	113471427	113483140	+	Il17rc	113474255
7	66079649	66089405	+	Selenos	66079649
7	66079649	66089405	+	Selenos	66079678
7	66079649	66089405	+	Selenos	66079961
5	139907943	139974722	+	Elfn1	139907943
2	178118975	178338492	+	Phactr3	178118975
2	178118975	178338492	+	Phactr3	178119179
2	178118975	178338492	+	Phactr3	178141933
2	178118975	178338492	+	Phactr3	178175349
2	178118975	178338492	+	Phactr3	178193084
2	178118975	178338492	+	Phactr3	178327792
1	171275990	171281186	-	Ppox	171281186
1	171275990	171281186	-	Ppox	171280760
15	52040107	52045722	+	Aard	52040107
15	85028948	85062830	+	Fam118a	85037089
15	85028948	85062830	+	Fam118a	85037202
15	85028948	85062830	+	Fam118a	85042742
1	71585520	71653200	-	Fn1	71653172
1	71585520	71653200	-	Fn1	71653175
1	71585520	71653200	-	Fn1	71653200
1	71585520	71653200	-	Fn1	71653161
19	40089688	40113950	+	Cyp2c50	40089688
19	40089688	40113950	+	Cyp2c50	40089696
3	121291773	121363094	+	Alg14	121291773
3	121291773	121363094	+	Alg14	121291827
3	121291773	121363094	+	Alg14	121291890
15	101918535	101924735	-	Krt4	101924735
1	14168954	14310235	-	Eya1	14310235
1	14168954	14310235	-	Eya1	14310119
1	14168954	14310235	-	Eya1	14304570
1	14168954	14310235	-	Eya1	14231492
1	14168954	14310235	-	Eya1	14304619
1	14168954	14310235	-	Eya1	14304628
1	14168954	14310235	-	Eya1	14309836
1	14168954	14310235	-	Eya1	14310200
X	111388192	111537959	-	Rps6ka6	111463043
X	111388192	111537959	-	Rps6ka6	111463195
X	111388192	111537959	-	Rps6ka6	111463105
X	111388192	111537959	-	Rps6ka6	111486761
X	111388192	111537959	-	Rps6ka6	111463455
X	111388192	111537959	-	Rps6ka6	111531176
X	111388192	111537959	-	Rps6ka6	111537947
X	111388192	111537959	-	Rps6ka6	111537959
X	111388192	111537959	-	Rps6ka6	111536342
X	111388192	111537959	-	Rps6ka6	111486782
2	118598211	118641591	+	Bub1b	118598211
4	129608331	129614257	-	Dcdc2b	129614254
4	129608331	129614257	-	Dcdc2b	129614257
13	62129886	62236144	+	Zfp808	62129886
13	62129886	62236144	+	Zfp808	62129916
14	79212355	79247369	-	Zfp957	79247367
14	79212355	79247369	-	Zfp957	79223876
4	129600668	129624059	+	Tmem234	129600680
4	129600668	129624059	+	Tmem234	129600681
4	129600668	129624059	+	Tmem234	129600691
1	177762962	177796511	-	Adss	177796511
14	79288756	79301645	-	Rgcc	79301645
4	108165437	108179308	+	Echdc2	108165437
4	108165437	108179308	+	Echdc2	108165518
4	108165437	108179308	+	Echdc2	108169715
4	108165437	108179308	+	Echdc2	108173810
4	108165437	108179308	+	Echdc2	108165466
15	101929332	101940324	-	Krt79	101940324
1	37417084	37430103	-	Coa5	37430103
3	116594982	116631004	+	Sass6	116594982
3	116594982	116631004	+	Sass6	116595008
3	116594982	116631004	+	Sass6	116595010
4	43427019	43429134	-	Fam166b	43429134
4	43427019	43429134	-	Fam166b	43429117
4	43427019	43429134	-	Fam166b	43428027
4	43427019	43429134	-	Fam166b	43429089
5	75152292	75198215	+	Pdgfra	75152292
5	75152292	75198215	+	Pdgfra	75152306
5	75152292	75198215	+	Pdgfra	75152935
5	75152292	75198215	+	Pdgfra	75155076
5	75152292	75198215	+	Pdgfra	75155899
5	75152292	75198215	+	Pdgfra	75156833
5	75152292	75198215	+	Pdgfra	75161834
14	79325269	79390778	-	Naa16	79390778
17	83706163	83821516	+	Mta3	83706163
17	83706163	83821516	+	Mta3	83706191
17	83706163	83821516	+	Mta3	83755634
17	83706163	83821516	+	Mta3	83788921
X	155213132	155216449	-	Sat1	155216449
X	155213132	155216449	-	Sat1	155216345
4	117153827	117156243	-	Rps8	117156243
13	75706757	75772364	+	Ell2	75706757
13	75706757	75772364	+	Ell2	75707590
13	75706757	75772364	+	Ell2	75707711
13	75706757	75772364	+	Ell2	75746351
1	133309827	133329722	+	Gm28040	133309827
1	133309827	133329722	+	Gm28040	133323966
14	103513342	103612797	+	Scel	103513342
14	103513342	103612797	+	Scel	103513421
X	62467991	62468812	+	4931400O07Rik	62467991
1	133309800	133323026	+	Golt1a	133309800
1	133309800	133323026	+	Golt1a	133309890
3	121426497	121458207	+	Cnn3	121426497
3	121426497	121458207	+	Cnn3	121426770
3	121426497	121458207	+	Cnn3	121449766
3	121426497	121458207	+	Cnn3	121457084
3	121426497	121458207	+	Cnn3	121457113
14	54541785	54554616	-	Haus4	54554361
14	54541785	54554616	-	Haus4	54543835
14	54541785	54554616	-	Haus4	54553978
1	85938318	85961007	-	Gpr55	85961007
7	31032722	31042481	-	Fxyd5	31041839
7	31032722	31042481	-	Fxyd5	31042481
7	31032722	31042481	-	Fxyd5	31039046
7	31032722	31042481	-	Fxyd5	31042118
7	31032722	31042481	-	Fxyd5	31042078
7	31032722	31042481	-	Fxyd5	31042146
7	31032722	31042481	-	Fxyd5	31042140
7	31032722	31042481	-	Fxyd5	31042116
7	31032722	31042481	-	Fxyd5	31042113
7	31032722	31042481	-	Fxyd5	31042087
1	133309827	133329901	+	Gm28040	133309827
1	85928483	85940624	+	4933407L21Rik	85928483
1	85928483	85940624	+	4933407L21Rik	85928727
5	143503634	143528036	-	Rac1	143528036
5	143503634	143528036	-	Rac1	143527993
8	85840959	86061376	+	Phkb	85841002
8	85840959	86061376	+	Phkb	85841016
8	85840959	86061376	+	Phkb	85842787
8	85840959	86061376	+	Phkb	86017432
11	70657202	70662513	+	Eno3	70657202
11	70657202	70662513	+	Eno3	70657204
11	70657202	70662513	+	Eno3	70657285
11	70657202	70662513	+	Eno3	70657687
11	70657202	70662513	+	Eno3	70660773
11	70657202	70662513	+	Eno3	70657796
1	155844964	155973255	-	Cep350	155973255
1	155844964	155973255	-	Cep350	155894597
1	155844964	155973255	-	Cep350	155972890
18	44380502	44424969	+	Dcp2	44380502
18	44380502	44424969	+	Dcp2	44380527
11	107207892	107470699	-	Pitpnc1	107337637
11	107207892	107470699	-	Pitpnc1	107470699
11	107207892	107470699	-	Pitpnc1	107348130
4	155654677	155669198	-	Mib2	155669198
4	155654677	155669198	-	Mib2	155659583
17	13061104	13082481	+	Tcp10b	13061104
17	13061104	13082481	+	Tcp10b	13061124
17	13061104	13082481	+	Tcp10b	13061180
17	13061104	13082481	+	Tcp10b	13061324
17	13061104	13082481	+	Tcp10b	13061846
11	105126425	105140394	+	Mettl2	105126425
4	43381979	43427088	+	Rusc2	43381979
4	43381979	43427088	+	Rusc2	43382057
4	43381979	43427088	+	Rusc2	43383449
4	43381979	43427088	+	Rusc2	43383510
4	43381979	43427088	+	Rusc2	43384332
4	43381979	43427088	+	Rusc2	43401253
4	43381979	43427088	+	Rusc2	43406435
4	43381979	43427088	+	Rusc2	43406557
4	43381979	43427088	+	Rusc2	43407329
4	43381979	43427088	+	Rusc2	43414696
X	135993824	135995355	+	Arxes2	135993824
9	51765337	51853856	+	Arhgap20	51765660
9	51765337	51853856	+	Arhgap20	51765352
X	136033367	136034946	+	Arxes1	136033367
2	181018380	181043546	-	Chrna4	181039075
2	181018380	181043546	-	Chrna4	181028328
2	181018380	181043546	-	Chrna4	181039305
2	181018380	181043546	-	Chrna4	181043546
17	46442448	46487675	-	Ttbk1	46487675
17	46442448	46487675	-	Ttbk1	46484295
7	66109515	66173798	+	Chsy1	66109515
3	116581093	116614587	-	Trmt13	116614587
3	116581093	116614587	-	Trmt13	116594685
3	116581093	116614587	-	Trmt13	116594838
15	85064689	85131964	-	Smc1b	85131964
9	15002128	15045478	-	Panx1	15045478
9	15002128	15045478	-	Panx1	15043797
11	40701395	40733422	-	Hmmr	40733422
1	177808431	177962678	+	Catspere1	177808431
8	94532990	94570531	+	Cpne2	94532990
8	94532990	94570531	+	Cpne2	94533067
15	75216376	75222661	+	Ly6g2	75216376
15	75216376	75222661	+	Ly6g2	75216378
15	75216376	75222661	+	Ly6g2	75216596
5	143464584	143505942	+	Daglb	143464584
9	107773559	107873237	-	Rbm6	107872829
9	107773559	107873237	-	Rbm6	107872821
9	107773559	107873237	-	Rbm6	107791928
9	107773559	107873237	-	Rbm6	107872733
9	107773559	107873237	-	Rbm6	107872775
9	107773559	107873237	-	Rbm6	107872421
17	31677807	31681733	+	Cryaa	31677807
17	31677807	31681733	+	Cryaa	31677860
17	31677807	31681733	+	Cryaa	31677948
2	156147239	156180238	-	Rbm39	156180238
2	156147239	156180238	-	Rbm39	156179580
2	156147239	156180238	-	Rbm39	156180167
2	156147239	156180238	-	Rbm39	156164923
2	156147239	156180238	-	Rbm39	156180142
2	156147239	156180238	-	Rbm39	156180159
3	107981702	107986453	-	Gstm2	107986453
3	107981702	107986453	-	Gstm2	107986360
5	109735990	109751886	-	4930522L14Rik	109751597
5	109735990	109751886	-	4930522L14Rik	109751886
X	100625737	100727214	+	Kif4	100625737
14	79397772	79423587	+	Mtrf1	79397772
9	26763044	26806468	-	Glb1l2	26806432
9	26763044	26806468	-	Glb1l2	26806468
9	26763044	26806468	-	Glb1l2	26806421
9	26763044	26806468	-	Glb1l2	26802585
8	105225145	105253053	+	D230025D16Rik	105225145
8	105225145	105253053	+	D230025D16Rik	105230968
X	155262443	155297654	+	Acot9	155262443
19	11375523	11392790	+	Ms4a4a	11375523
X	136066564	136068236	-	Bex2	136068236
4	129615126	129619099	-	Iqcc	129619099
4	129615126	129619099	-	Iqcc	129619096
X	7067519	7078609	+	Akap4	7067519
X	7067519	7078609	+	Akap4	7067520
X	7067519	7078609	+	Akap4	7068213
19	11404770	11427246	+	Ms4a4c	11404770
19	11404770	11427246	+	Ms4a4c	11407661
19	11404770	11427246	+	Ms4a4c	11414841
2	119972699	120027408	+	Mapkbp1	119972699
2	119972699	120027408	+	Mapkbp1	119972903
5	148327410	148399904	-	Slc7a1	148399904
5	148327410	148399904	-	Slc7a1	148392815
5	148327410	148399904	-	Slc7a1	148399791
5	148327410	148399904	-	Slc7a1	148371546
9	63421455	63602493	-	Iqch	63602493
9	63421455	63602493	-	Iqch	63602448
9	63421455	63602493	-	Iqch	63602483
9	63421455	63602493	-	Iqch	63602417
X	100622883	100626568	-	Pdzd11	100626568
X	100622883	100626568	-	Pdzd11	100625935
16	8470788	8490684	+	Mettl22	8470788
16	8470788	8490684	+	Mettl22	8470791
16	8470788	8490684	+	Mettl22	8470804
7	86996115	87044941	+	Vmn2r79	86996115
8	71248561	71272934	-	Haus8	71272934
8	71248561	71272934	-	Haus8	71272376
2	173153048	173159273	+	Pck1	173153048
X	64151405	64152198	-	Gm6760	64152198
8	88199213	88259722	+	Tent4b	88199213
8	88199213	88259722	+	Tent4b	88199214
8	88199213	88259722	+	Tent4b	88251972
15	81888228	81926240	-	Polr3h	81926240
15	81888228	81926240	-	Polr3h	81925922
17	46496711	46499624	+	Dnph1	46496711
3	116562973	116583134	+	Lrrc39	116562978
15	85132078	85144570	+	Ribc2	85132078
X	64173548	64178778	+	3830417A13Rik	64173548
X	64173548	64178778	+	3830417A13Rik	64174348
10	97644068	97682454	+	Epyc	97644068
10	97644068	97682454	+	Epyc	97647089
X	155323918	155340754	-	Prdx4	155338467
X	155323918	155340754	-	Prdx4	155340754
14	65530449	65593075	-	Elp3	65593052
14	65530449	65593075	-	Elp3	65593075
15	65787034	65873816	+	Efr3a	65787040
15	65787034	65873816	+	Efr3a	65787041
15	65787034	65873816	+	Efr3a	65787046
15	65787034	65873816	+	Efr3a	65787048
15	65787034	65873816	+	Efr3a	65810234
15	65787034	65873816	+	Efr3a	65851121
14	54567472	54577558	-	Ajuba	54577558
2	173206612	173218923	-	Zbp1	173218923
2	173206612	173218923	-	Zbp1	173218910
11	72441355	72451768	+	Mybbp1a	72441355
5	114123926	114128218	-	Alkbh2	114128176
5	114123926	114128218	-	Alkbh2	114128218
5	114123926	114128218	-	Alkbh2	114128181
5	92137938	92202798	+	Uso1	92137938
5	92137938	92202798	+	Uso1	92137946
15	81872309	81915133	+	Aco2	81872309
15	81872309	81915133	+	Aco2	81872484
15	81872309	81915133	+	Aco2	81872508
15	81872309	81915133	+	Aco2	81872690
14	55540266	55551242	+	Pck2	55540266
14	55540266	55551242	+	Pck2	55540389
14	55540266	55551242	+	Pck2	55542401
14	55540266	55551242	+	Pck2	55542405
14	55540266	55551242	+	Pck2	55543588
X	64264885	64276996	-	Slitrk4	64276996
X	64264885	64276996	-	Slitrk4	64276979
X	64264885	64276996	-	Slitrk4	64275822
11	69580359	69591873	+	Trp53	69580359
11	69580359	69591873	+	Trp53	69580405
10	97693059	97694923	+	Ccer1	97693059
5	114065461	114124720	+	Usp30	114065514
5	114065461	114124720	+	Usp30	114100315
5	114065461	114124720	+	Usp30	114100360
5	140008689	140321552	-	Mad1l1	140321552
7	123369784	123430358	+	Lcmt1	123369784
7	123369784	123430358	+	Lcmt1	123378056
7	123369784	123430358	+	Lcmt1	123377982
11	67774608	67789898	+	Gsg1l2	67774608
11	67774608	67789898	+	Gsg1l2	67780943
15	26309048	26409576	+	Marchf11	26309048
15	26309048	26409576	+	Marchf11	26309064
X	155573455	155623814	-	Ptchd1	155623325
X	155573455	155623814	-	Ptchd1	155623118
14	54583663	54605993	-	4931414P19Rik	54605993
14	54583663	54605993	-	4931414P19Rik	54585009
5	73651379	73679512	+	Spata18	73651379
5	73651379	73679512	+	Spata18	73659261
5	73651379	73679512	+	Spata18	73657535
X	155624741	156345887	+	Gm15155	155624775
8	105252638	105255153	-	B3gnt9	105255153
8	105252638	105255153	-	B3gnt9	105255151
11	95009879	95026087	+	Samd14	95009879
11	95009879	95026087	+	Samd14	95010281
16	8830100	8858922	+	1810013L24Rik	8830100
16	8830100	8858922	+	1810013L24Rik	8831321
5	82122408	82124713	-	1700031L13Rik	82124710
5	82122408	82124713	-	1700031L13Rik	82124713
5	82122408	82124713	-	1700031L13Rik	82123345
5	82122408	82124713	-	1700031L13Rik	82123337
9	57626646	57653631	-	Csk	57645653
9	57626646	57653631	-	Csk	57634067
9	57626646	57653631	-	Csk	57653631
9	57626646	57653631	-	Csk	57631485
9	57626646	57653631	-	Csk	57645109
9	57626646	57653631	-	Csk	57645617
9	26733728	26763101	+	B3gat1	26733728
9	26733728	26763101	+	B3gat1	26733803
9	26733728	26763101	+	B3gat1	26733824
9	26733728	26763101	+	B3gat1	26733851
9	26733728	26763101	+	B3gat1	26751562
5	109923400	109943936	+	Gm15446	109923400
5	109923400	109943936	+	Gm15446	109940426
3	79812564	79852773	-	Tmem144	79842679
3	79812564	79852773	-	Tmem144	79841729
3	79812564	79852773	-	Tmem144	79852773
3	79812564	79852773	-	Tmem144	79852768
5	30666777	30674830	+	Cenpa	30666777
5	30666777	30674830	+	Cenpa	30666943
5	30666777	30674830	+	Cenpa	30666957
X	157162075	157415312	-	Phex	157165662
X	157162075	157415312	-	Phex	157415312
X	157162075	157415312	-	Phex	157415286
3	108012255	108017973	-	Gstm1	108017973
3	108012255	108017973	-	Gstm1	108016600
3	108012255	108017973	-	Gstm1	108017806
6	97152997	97179122	-	Tmf1	97179122
5	92603041	92606579	+	Stbd1	92603041
5	92603041	92606579	+	Stbd1	92603051
11	97715157	97744704	-	Pip4k2b	97744704
11	105178807	105283959	+	Tlk2	105178807
11	105178807	105283959	+	Tlk2	105181527
11	105178807	105283959	+	Tlk2	105181793
11	105178807	105283959	+	Tlk2	105181917
11	105178807	105283959	+	Tlk2	105181982
11	105178807	105283959	+	Tlk2	105182217
11	105178807	105283959	+	Tlk2	105208853
10	79996494	80015572	+	Abca7	79996494
10	79996494	80015572	+	Abca7	79997615
10	79996494	80015572	+	Abca7	79997576
5	114026910	114091570	-	Svop	114091570
5	114026910	114091570	-	Svop	114091367
9	107888151	107903139	+	Mon1a	107888151
9	107888151	107903139	+	Mon1a	107888182
6	113483297	113493343	+	Creld1	113483297
1	88673125	88702221	-	Arl4c	88702221
1	88673125	88702221	-	Arl4c	88701876
5	37446825	37717171	-	Stk32b	37717171
14	79426511	79431036	+	Kbtbd7	79426511
14	79451835	79454818	+	Kbtbd6	79451835
3	94933056	94944758	+	Selenbp1	94933056
14	19872559	19977627	-	Gng2	19977249
14	19872559	19977627	-	Gng2	19977172
14	19872559	19977627	-	Gng2	19977627
14	19872559	19977627	-	Gng2	19977059
14	19872559	19977627	-	Gng2	19977184
14	19872559	19977627	-	Gng2	19976693
X	157443855	157492287	-	Sms	157492287
X	157443855	157492287	-	Sms	157491372
14	79459937	79481520	-	Wbp4	79481520
14	54614119	54618022	-	Psmb5	54618022
14	54614119	54618022	-	Psmb5	54618008
9	107906873	107920383	+	Mst1r	107906873
6	113493639	113501931	-	Prrt3	113501883
6	113493639	113501931	-	Prrt3	113501931
6	113493639	113501931	-	Prrt3	113501818
6	113493639	113501931	-	Prrt3	113501887
6	113493639	113501931	-	Prrt3	113501893
18	86711110	86718283	+	Cbln2	86711110
18	86711110	86718283	+	Cbln2	86711520
18	86711110	86718283	+	Cbln2	86712065
18	86711110	86718283	+	Cbln2	86713048
5	135064202	135065862	+	Dnajc30	135064202
8	33731833	33777173	+	Gtf2e2	33731833
8	33731833	33777173	+	Gtf2e2	33732042
8	33731833	33777173	+	Gtf2e2	33732133
8	33731833	33777173	+	Gtf2e2	33732311
8	33731833	33777173	+	Gtf2e2	33733443
8	33731833	33777173	+	Gtf2e2	33732339
2	165078693	165090750	-	1700025C18Rik	165090750
5	135052957	135064959	-	Bud23	135056927
5	135052957	135064959	-	Bud23	135064666
5	135052957	135064959	-	Bud23	135064078
5	135052957	135064959	-	Bud23	135064959
5	135052957	135064959	-	Bud23	135063764
5	135052957	135064959	-	Bud23	135064090
5	135052957	135064959	-	Bud23	135064649
X	65047644	65049014	+	Ctag2	65047644
17	55864892	55878930	-	Zfp119a	55878930
14	30595354	30626210	-	Prkcd	30626210
14	30595354	30626210	-	Prkcd	30610302
14	30595354	30626210	-	Prkcd	30607822
14	30595354	30626210	-	Prkcd	30626208
9	3403592	3479236	+	Cwf19l2	3403592
3	138260991	138290698	+	Adh1	138277494
1	174391046	174392055	+	Olfr248	174391046
14	54621433	54629556	+	Psmb11	54621433
14	54621433	54629556	+	Psmb11	54625310
5	92607954	92675271	-	Ccdc158	92675125
5	92607954	92675271	-	Ccdc158	92643884
5	92607954	92675271	-	Ccdc158	92675265
5	92607954	92675271	-	Ccdc158	92675271
11	67798187	67816002	+	Dhrs7c	67798287
14	79481194	79582494	+	Elf1	79481194
14	79481194	79582494	+	Elf1	79515674
14	79481194	79582494	+	Elf1	79515686
6	113307137	113324860	+	Brpf1	113307137
6	113307137	113324860	+	Brpf1	113307166
6	113307137	113324860	+	Brpf1	113307192
6	113307137	113324860	+	Brpf1	113307224
6	113307137	113324860	+	Brpf1	113307313
6	113307137	113324860	+	Brpf1	113307429
8	83715177	83726892	+	Ddx39	83715177
8	83715177	83726892	+	Ddx39	83715548
8	83715177	83726892	+	Ddx39	83715272
18	35964830	36014715	+	Psd2	35964830
18	35964830	36014715	+	Psd2	35965065
18	35964830	36014715	+	Psd2	35965067
18	35964830	36014715	+	Psd2	35965105
15	75268421	75272235	+	Ly6f	75268702
15	75268421	75272235	+	Ly6f	75268421
9	107928469	107932461	+	Actl11	107928469
13	97129424	97137937	-	Nsa2	97137937
13	97129424	97137937	-	Nsa2	97137852
8	33742112	33747770	-	Smim18	33747770
18	87756286	87758151	+	Gm5096	87756286
14	65598546	65648531	+	Nuggc	65598546
14	65598546	65648531	+	Nuggc	65605267
9	55028154	55048779	-	Chrnb4	55048779
19	31868764	31948995	+	A1cf	31868764
19	31868764	31948995	+	A1cf	31868773
X	13661363	13667433	+	Gpr82	13661363
11	72451638	72489904	-	Spns2	72489904
11	72451638	72489904	-	Spns2	72456621
14	52006077	52020733	-	Zfp219	52014582
14	52006077	52020733	-	Zfp219	52020701
14	52006077	52020733	-	Zfp219	52020733
14	52006077	52020733	-	Zfp219	52019688
14	52006077	52020733	-	Zfp219	52010882
14	52006077	52020733	-	Zfp219	52010575
14	52006077	52020733	-	Zfp219	52015126
14	52006077	52020733	-	Zfp219	52019713
14	52006077	52020733	-	Zfp219	52014912
14	52006077	52020733	-	Zfp219	52019995
14	52006077	52020733	-	Zfp219	52020719
4	142102390	142239401	-	Kazn	142210206
4	142102390	142239401	-	Kazn	142159054
4	142102390	142239401	-	Kazn	142239401
4	142102390	142239401	-	Kazn	142210108
5	73998453	74068431	-	Usp46	74068420
5	73998453	74068431	-	Usp46	74068431
5	73998453	74068431	-	Usp46	74029368
5	73998453	74068431	-	Usp46	74065748
15	85205949	85286535	+	Fbln1	85205949
15	85205949	85286535	+	Fbln1	85206005
X	13517080	13851367	-	Cask	13846578
X	13517080	13851367	-	Cask	13846556
X	13517080	13851367	-	Cask	13786030
X	13517080	13851367	-	Cask	13537669
X	13517080	13851367	-	Cask	13526768
X	13517080	13851367	-	Cask	13846088
X	13517080	13851367	-	Cask	13559331
X	13517080	13851367	-	Cask	13677594
X	13517080	13851367	-	Cask	13846541
2	165111507	165234853	-	Cdh22	165234853
4	86578855	86612055	-	Haus6	86612055
4	86578855	86612055	-	Haus6	86612049
X	136072099	136085255	-	Nxf3	136085255
X	136072099	136085255	-	Nxf3	136085242
13	97137937	97181195	+	Gfm2	97137937
13	97137937	97181195	+	Gfm2	97137978
13	97137937	97181195	+	Gfm2	97137985
13	97137937	97181195	+	Gfm2	97138002
13	97137937	97181195	+	Gfm2	97138008
13	97137937	97181195	+	Gfm2	97138040
9	63394447	63399246	-	2300009A05Rik	63399241
3	144729677	144760977	-	Clca3a1	144760841
14	54642161	54686931	-	Acin1	54653616
14	54642161	54686931	-	Acin1	54653667
14	54642161	54686931	-	Acin1	54653695
14	54642161	54686931	-	Acin1	54686931
14	54642161	54686931	-	Acin1	54686616
14	54642161	54686931	-	Acin1	54653682
14	54642161	54686931	-	Acin1	54653239
14	54642161	54686931	-	Acin1	54644210
14	54642161	54686931	-	Acin1	54653685
14	54642161	54686931	-	Acin1	54686060
14	54642161	54686931	-	Acin1	54653701
10	127514967	127517154	+	Ndufa4l2	127514967
2	181688419	181693977	-	Rgs19	181693977
2	181688419	181693977	-	Rgs19	181693930
2	181688419	181693977	-	Rgs19	181693810
2	181688419	181693977	-	Rgs19	181691817
2	181688419	181693977	-	Rgs19	181693947
